hgnc_symbol	ensembl_canonical_transcript	genome_nexus_canonical_transcript	uniprot_canonical_transcript	mskcc_canonical_trancript
EIF3IP1	ENSG00000237064	ENSG00000237064	ENSG00000237064	ENSG00000237064
ADAM1A	ENST00000602903	ENST00000602903	ENST00000602903	ENST00000602903
RHOG	ENST00000351018	ENST00000351018	ENST00000351018	ENST00000351018
NMTRL-TAA3-1				
RNU6-776P	ENSG00000201273	ENSG00000201273	ENSG00000201273	ENSG00000201273
ST13P7				
ADORA2B	ENST00000304222	ENST00000304222	ENST00000304222	ENST00000304222
BLACAT1				
NAA50	ENST00000240922	ENST00000240922	ENST00000240922	ENST00000240922
LINC01108	ENSG00000226673	ENSG00000226673	ENSG00000226673	ENSG00000226673
MTCO3P25				
HMGXB3	ENST00000502717	ENST00000502717	ENST00000613459	ENST00000613459
DLG2-AS1				
EIF3H	ENST00000521861	ENST00000521861	ENST00000521861	ENST00000521861
CDY20P	ENSG00000225609	ENSG00000225609	ENSG00000225609	ENSG00000225609
SYNGR3	ENST00000248121	ENST00000248121	ENST00000248121	ENST00000248121
MRPL42P3	ENSG00000219297	ENSG00000219297	ENSG00000219297	ENSG00000219297
RN7SKP8	ENSG00000222969	ENSG00000222969	ENSG00000222969	ENSG00000222969
KRT83	ENSG00000170523	ENSG00000170523	ENST00000293670	ENST00000293670
TESK1	ENST00000336395	ENST00000336395	ENST00000336395	ENST00000336395
MARK2P5	ENSG00000248834	ENSG00000248834	ENSG00000248834	ENSG00000248834
NACAP4				
CRHR2	ENST00000348438	ENST00000348438	ENST00000471646	ENST00000471646
NMTRQ-TTG9-1				
MIR548AX	ENSG00000263652	ENSG00000263652	ENSG00000263652	ENSG00000263652
TAB3-AS2	ENSG00000235512	ENSG00000235512	ENSG00000235512	ENSG00000235512
TUBB4BP2	ENSG00000224802	ENSG00000224802	ENSG00000224802	ENSG00000224802
HMGB1P4	ENST00000455362	ENST00000455362	ENST00000455362	ENST00000455362
GRIK4	ENST00000527524	ENST00000527524	ENST00000438375	ENST00000438375
ASD1				
YIF1B	ENST00000339413	ENST00000339413	ENST00000339413	ENST00000339413
LINC01718				
FGS3				
TP53AIP1	ENST00000531399	ENST00000531399	ENST00000531399	ENST00000531399
ZNF541	ENST00000314121	ENST00000314121	ENST00000391901	ENST00000391901
LTA4H	ENST00000228740	ENST00000228740	ENST00000228740	ENST00000228740
DHH	ENSG00000139549	ENSG00000139549	ENST00000266991	ENST00000266991
TMEM38A	ENST00000187762	ENST00000187762	ENST00000187762	ENST00000187762
LINC02102				
MIR374B	ENSG00000212027	ENSG00000212027	ENSG00000212027	ENSG00000212027
TIGD2	ENSG00000180346	ENSG00000180346	ENST00000317005	ENST00000317005
GLCCI1	ENST00000223145	ENST00000223145	ENST00000223145	ENST00000223145
NUS1	ENSG00000153989	ENSG00000153989	ENST00000368494	ENST00000368494
SMARCA5-AS1	ENSG00000245112	ENSG00000245112	ENSG00000245112	ENSG00000245112
RNU6-1284P	ENSG00000200571	ENSG00000200571	ENSG00000200571	ENSG00000200571
SUPT3H	ENST00000371460	ENST00000371460	ENST00000371460	ENST00000371460
BTBD11	ENST00000280758	ENST00000280758	ENST00000280758	ENST00000280758
RAD50	ENST00000265335	ENST00000265335	ENST00000378823	ENST00000265335
CMTM5	ENST00000359320	ENST00000359320	ENST00000339180	ENST00000339180
SNORD154				
BEX5	ENST00000602137	ENST00000602137	ENST00000333643	ENST00000333643
SGO1P1				
ICE2P1				
PCNXL2	ENST00000258229	ENST00000258229	ENST00000258229	ENST00000258229
RN7SL55P	ENSG00000243227	ENSG00000243227	ENSG00000243227	ENSG00000243227
PTEN	ENST00000371953	ENST00000371953	ENST00000371953	ENST00000371953
LINC02356				
P2RX3	ENST00000263314	ENST00000263314	ENST00000263314	ENST00000263314
PLXDC1	ENST00000315392	ENST00000315392	ENST00000315392	ENST00000315392
YWHABP2				
RNU6-135P	ENSG00000252578	ENSG00000252578	ENSG00000252578	ENSG00000252578
C11orf84	ENST00000294244	ENST00000294244	ENST00000294244	ENST00000294244
VEGFD			ENST00000297904	ENST00000297904
KATNBL1P3	ENSG00000235422	ENSG00000235422	ENSG00000235422	ENSG00000235422
PPIAP90				
CBX3P8	ENSG00000254496	ENSG00000254496	ENSG00000254496	ENSG00000254496
DNM1P27				
NOS1	ENST00000338101	ENST00000338101	ENST00000317775	ENST00000317775
LAMC1	ENST00000258341	ENST00000258341	ENST00000258341	ENST00000258341
RBM12	ENST00000374114	ENST00000374114	ENST00000359646	ENST00000359646
PCDHB18	ENST00000610035	ENST00000610035	ENST00000610035	ENST00000610035
DPPA4	ENST00000335658	ENST00000335658	ENST00000335658	ENST00000335658
CORD8				
MTHFD1P1	ENSG00000231831	ENSG00000231831	ENSG00000231831	ENSG00000231831
SNORD114-3	ENSG00000201839	ENSG00000201839	ENSG00000201839	ENSG00000201839
CLCP1	ENSG00000232305	ENSG00000232305	ENSG00000232305	ENSG00000232305
LMLN	ENST00000420910	ENST00000420910	ENST00000330198	ENST00000330198
RN7SL210P	ENSG00000243039	ENSG00000243039	ENSG00000243039	ENSG00000243039
MICD	ENST00000414068	ENST00000414068	ENST00000414068	ENST00000414068
NASPP1				
OR51A9P	ENST00000422578	ENST00000422578	ENST00000422578	ENST00000422578
BTBD9-AS1	ENSG00000226533	ENSG00000226533	ENSG00000226533	ENSG00000226533
ELOBP2				
RNA5SP346	ENSG00000200411	ENSG00000200411	ENSG00000200411	ENSG00000200411
PLPPR5			ENST00000263177	ENST00000263177
MTUS1	ENST00000262102	ENST00000262102	ENST00000262102	ENST00000262102
CYCSP20	ENSG00000240416	ENSG00000240416	ENSG00000240416	ENSG00000240416
RNFT1P2	ENSG00000233333	ENSG00000233333	ENSG00000233333	ENSG00000233333
C17orf9				
ST13P14	ENSG00000240959	ENSG00000240959	ENSG00000240959	ENSG00000240959
LINC00547				
HERC2P4	ENST00000566902	ENST00000566902	ENST00000566902	ENST00000566902
HORMAD2	ENST00000336726	ENST00000336726	ENST00000336726	ENST00000336726
RNA5SP394	ENSG00000201086	ENSG00000201086	ENSG00000201086	ENSG00000201086
SNRPC	ENST00000244520	ENST00000244520	ENST00000244520	ENST00000244520
USO1	ENST00000538159	ENST00000538159	ENST00000514213	ENST00000514213
OR5D14	ENSG00000186113	ENSG00000186113	ENST00000335605	ENST00000335605
RN7SL776P	ENSG00000240772	ENSG00000240772	ENSG00000240772	ENSG00000240772
TRA-AGC13-1				
MRPS10P5				
RBMY2VP				
PLTP	ENST00000477313	ENST00000477313	ENST00000372431	ENST00000372431
RPS17P4				
MIR3940	ENSG00000266722	ENSG00000266722	ENSG00000266722	ENSG00000266722
RN7SL636P	ENSG00000244376	ENSG00000244376	ENSG00000244376	ENSG00000244376
SIDT1	ENST00000264852	ENST00000264852	ENST00000264852	ENST00000264852
NEDD9	ENST00000379446	ENST00000379446	ENST00000379446	ENST00000379446
ATRNL1	ENST00000355044	ENST00000355044	ENST00000355044	ENST00000355044
AIMP1P1	ENSG00000234187	ENSG00000234187	ENSG00000234187	ENSG00000234187
MIR31HG	ENSG00000171889	ENSG00000171889	ENSG00000171889	ENSG00000171889
SRM	ENST00000376957	ENST00000376957	ENST00000376957	ENST00000376957
PIGN	ENST00000357637	ENST00000357637	ENST00000357637	ENST00000357637
PTCHD3P1	ENST00000427063	ENST00000427063	ENST00000427063	ENST00000427063
VPS36	ENST00000378060	ENST00000378060	ENST00000378060	ENST00000378060
LINC00382	ENSG00000229175	ENSG00000229175	ENSG00000229175	ENSG00000229175
SELENOM			ENST00000400299	ENST00000400299
ZC3H8	ENST00000409573	ENST00000409573	ENST00000272570	ENST00000272570
LINC01535				
DDX43	ENST00000370336	ENST00000370336	ENST00000370336	ENST00000370336
ADAM19	ENST00000257527	ENST00000257527	ENST00000517905	ENST00000517905
ADAMTS16	ENST00000274181	ENST00000274181	ENST00000274181	ENST00000274181
ISCA1P2	ENSG00000229840	ENSG00000229840	ENSG00000229840	ENSG00000229840
LCE1F	ENSG00000240386	ENSG00000240386	ENST00000334371	ENST00000334371
SMPD4P1	ENST00000416717	ENST00000416717	ENST00000416717	ENST00000416717
RNU7-157P	ENSG00000238431	ENSG00000238431	ENSG00000238431	ENSG00000238431
F2L				
OR5AK2	ENSG00000181273	ENSG00000181273	ENST00000326855	ENST00000326855
LINC01433				
MIR4647	ENSG00000265700	ENSG00000265700	ENSG00000265700	ENSG00000265700
TRIM2	ENST00000338700	ENST00000338700	ENST00000437508	ENST00000437508
SNORD115-44	ENSG00000202261	ENSG00000202261	ENSG00000202261	ENSG00000202261
SCN5A	ENST00000413689	ENST00000413689	ENST00000333535	ENST00000333535
DDX49	ENST00000247003	ENST00000247003	ENST00000247003	ENST00000247003
PPIAP67				
EHHADH	ENST00000231887	ENST00000231887	ENST00000231887	ENST00000231887
TRSUP-TTA2-1				
SNAPC1	ENSG00000023608	ENSG00000023608	ENST00000216294	ENST00000216294
TAL1	ENST00000294339	ENST00000294339	ENST00000294339	ENST00000294339
BOC	ENST00000495514	ENST00000495514	ENST00000355385	ENST00000355385
PPM1K	ENST00000608933	ENST00000608933	ENST00000608933	ENST00000608933
RPL23AP69	ENSG00000235315	ENSG00000235315	ENSG00000235315	ENSG00000235315
MIR656	ENSG00000207959	ENSG00000207959	ENSG00000207959	ENSG00000207959
HIST1H4C	ENSG00000197061	ENSG00000197061	ENSG00000197061	ENSG00000197061
FGD2	ENST00000274963	ENST00000274963	ENST00000274963	ENST00000274963
HMGN1P32	ENSG00000237589	ENSG00000237589	ENSG00000237589	ENSG00000237589
ZNF300P1	ENST00000520773	ENST00000520773	ENST00000520773	ENST00000520773
LINC02464				
NR1H3	ENST00000467728	ENST00000467728	ENST00000441012	ENST00000441012
RPS17	ENST00000330339	ENST00000330339	ENST00000330244	ENST00000330244
C17orf21				
UNC93B2	ENST00000285383	ENST00000285383	ENST00000285383	ENST00000285383
LINC02056				
FBXW8	ENST00000309909	ENST00000309909	ENST00000309909	ENST00000309909
ZNF723	ENSG00000268696	ENSG00000268696	ENSG00000268696	ENSG00000268696
LOXHD1	ENST00000300591	ENST00000300591	ENST00000300591	ENST00000300591
PCNT1				
XCE				
PRR14	ENST00000542965	ENST00000542965	ENST00000300835	ENST00000300835
FOXD4	ENSG00000170122	ENSG00000170122	ENST00000382500	ENST00000382500
RNY3P2	ENSG00000199788	ENSG00000199788	ENSG00000199788	ENSG00000199788
BOLA3-AS1	ENST00000423477	ENST00000423477	ENST00000423477	ENST00000423477
RNVU1-8	ENST00000577892	ENST00000577892	ENST00000577892	ENST00000577892
PROS2P				
MIR578	ENSG00000207559	ENSG00000207559	ENSG00000207559	ENSG00000207559
MB	ENST00000397326	ENST00000397326	ENST00000359787	ENST00000359787
HTOR				
MYOC	ENSG00000034971	ENSG00000034971	ENST00000037502	ENST00000037502
MIR6084				
BIK	ENSG00000100290	ENSG00000100290	ENST00000216115	ENST00000216115
RBM41	ENST00000372479	ENST00000372479	ENST00000372479	ENST00000372479
IGLV1-47	ENSG00000211648	ENSG00000211648	ENSG00000211648	ENSG00000211648
FRA11A				
OR10R2	ENSG00000198965	ENSG00000198965	ENST00000368152	ENST00000368152
PRSS41	ENST00000399677	ENST00000399677	ENST00000399677	ENST00000399677
CLDN6	ENST00000396925	ENST00000396925	ENST00000328796	ENST00000328796
ZNF418	ENST00000396147	ENST00000396147	ENST00000396147	ENST00000396147
VLDLR-AS1				
S1PR5	ENST00000439028	ENST00000439028	ENST00000333430	ENST00000333430
SNORD32A	ENSG00000201675	ENSG00000201675	ENSG00000201675	ENSG00000201675
RPS26P51				
RNU1-61P	ENSG00000251916	ENSG00000251916	ENSG00000251916	ENSG00000251916
DACT1	ENST00000335867	ENST00000335867	ENST00000335867	ENST00000335867
ACTBP3				
S100G	ENSG00000169906	ENSG00000169906	ENST00000380200	ENST00000380200
GZMK	ENST00000231009	ENST00000231009	ENST00000231009	ENST00000231009
RN7SL421P	ENSG00000264385	ENSG00000264385	ENSG00000264385	ENSG00000264385
RPS24P6	ENST00000565200	ENST00000565200	ENST00000565200	ENST00000565200
SLC9A7	ENST00000605845	ENST00000605845	ENST00000328306	ENST00000328306
IL6	ENST00000404625	ENST00000404625	ENST00000258743	ENST00000258743
LINC02234				
SNORA107				
SLX1B-SULT1A4	ENSG00000260280	ENSG00000260280	ENSG00000260280	ENSG00000260280
ANGPTL6	ENST00000253109	ENST00000253109	ENST00000253109	ENST00000253109
MGST2	ENST00000265498	ENST00000265498	ENST00000265498	ENST00000265498
IL18BP	ENST00000404792	ENST00000404792	ENST00000260049	ENST00000260049
OR2H3				
CA12	ENST00000178638	ENST00000178638	ENST00000178638	ENST00000178638
MTBP	ENST00000305949	ENST00000305949	ENST00000305949	ENST00000305949
OFD1P13Y	ENSG00000225287	ENSG00000225287	ENSG00000225287	ENSG00000225287
MIR7161				
MIR4704	ENSG00000263561	ENSG00000263561	ENSG00000263561	ENSG00000263561
FOXJ2	ENST00000162391	ENST00000162391	ENST00000162391	ENST00000162391
TRT-AGT1-3				
SLC26A5	ENST00000306312	ENST00000306312	ENST00000306312	ENST00000306312
PIK3R1OS				
EYA3-IT1				
IGSF1	ENST00000370903	ENST00000370903	ENST00000361420	ENST00000361420
LINC01538				
POLN	ENST00000511885	ENST00000511885	ENST00000382865	ENST00000382865
C2orf15	ENST00000512183	ENST00000512183	ENST00000302513	ENST00000302513
MRX27				
FAM172A	ENST00000395965	ENST00000395965	ENST00000395965	ENST00000395965
RNU4-32P	ENSG00000200274	ENSG00000200274	ENSG00000200274	ENSG00000200274
RPS26P30	ENSG00000234839	ENSG00000234839	ENSG00000234839	ENSG00000234839
KIAA0087	ENSG00000122548	ENSG00000122548	ENSG00000122548	ENSG00000122548
ARHGEF35	ENST00000378115	ENST00000378115	ENST00000378115	ENST00000378115
CENPL	ENST00000356198	ENST00000356198	ENST00000345664	ENST00000345664
TRA-AGC18-2				
MUW53				
RN7SL705P	ENSG00000243549	ENSG00000243549	ENSG00000243549	ENSG00000243549
OSBPL9P2	ENSG00000254677	ENSG00000254677	ENSG00000254677	ENSG00000254677
MXRA5P1	ENSG00000235649	ENSG00000235649	ENSG00000235649	ENSG00000235649
LINC01260				
KIAA1109	ENST00000264501	ENST00000264501	ENST00000264501	ENST00000264501
TMEM70	ENST00000312184	ENST00000312184	ENST00000312184	ENST00000312184
RPL31P26				
MTND4P32	ENSG00000226056	ENSG00000226056	ENSG00000226056	ENSG00000226056
RNU5F-4P	ENSG00000252390	ENSG00000252390	ENSG00000252390	ENSG00000252390
SRGAP3-AS1	ENSG00000224808	ENSG00000224808	ENSG00000224808	ENSG00000224808
RPL35P9	ENSG00000174418	ENSG00000174418	ENSG00000174418	ENSG00000174418
RN7SL129P	ENSG00000241708	ENSG00000241708	ENSG00000241708	ENSG00000241708
ADCY8	ENST00000286355	ENST00000286355	ENST00000286355	ENST00000286355
AQP12B	ENST00000407834	ENST00000407834	ENST00000621682	ENST00000621682
RNA5SP479	ENSG00000201728	ENSG00000201728	ENSG00000201728	ENSG00000201728
RNU6-905P	ENSG00000207163	ENSG00000207163	ENSG00000207163	ENSG00000207163
NIPBL	ENST00000282516	ENST00000282516	ENST00000282516	ENST00000282516
RNU6-441P	ENSG00000207275	ENSG00000207275	ENSG00000207275	ENSG00000207275
PCTP	ENST00000268896	ENST00000268896	ENST00000268896	ENST00000268896
SLC38A1	ENST00000398637	ENST00000398637	ENST00000398637	ENST00000398637
EDIL3	ENST00000296591	ENST00000296591	ENST00000296591	ENST00000296591
C3orf18	ENST00000357203	ENST00000357203	ENST00000357203	ENST00000357203
RN7SL512P	ENSG00000264590	ENSG00000264590	ENSG00000264590	ENSG00000264590
OR51Q1	ENSG00000167360	ENSG00000167360	ENST00000300778	ENST00000300778
RN7SKP119	ENSG00000222685	ENSG00000222685	ENSG00000222685	ENSG00000222685
DPRXP3				
FRA1J				
PFKP	ENST00000381125	ENST00000381125	ENST00000381125	ENST00000381125
CALM2P2	ENSG00000229097	ENSG00000229097	ENSG00000229097	ENSG00000229097
FAXDC2	ENST00000326080	ENST00000326080	ENST00000326080	ENST00000326080
HSPE1P10	ENSG00000249768	ENSG00000249768	ENSG00000249768	ENSG00000249768
C2orf54	ENST00000388934	ENST00000388934	ENST00000388934	ENST00000388934
RPS13P4				
MYL6P4	ENSG00000240677	ENSG00000240677	ENSG00000240677	ENSG00000240677
MIR3169	ENSG00000266663	ENSG00000266663	ENSG00000266663	ENSG00000266663
RBMY2CP				
OR5AC1	ENSG00000213439	ENSG00000213439	ENSG00000213439	ENSG00000213439
RASL10B	ENST00000603017	ENST00000603017	ENST00000603017	ENST00000603017
NEK6	ENST00000373600	ENST00000373600	ENST00000320246	ENST00000320246
PTCHD1	ENST00000379361	ENST00000379361	ENST00000379361	ENST00000379361
CDC20	ENST00000372462	ENST00000372462	ENST00000310955	ENST00000310955
RPL34P12				
OR1E7				
RNU6-592P	ENSG00000223265	ENSG00000223265	ENSG00000223265	ENSG00000223265
ROBO3	ENST00000397801	ENST00000397801	ENST00000397801	ENST00000397801
FAM202C				
SSBP3	ENST00000371320	ENST00000371320	ENST00000371320	ENST00000371320
CHRM1	ENST00000306960	ENST00000306960	ENST00000306960	ENST00000306960
IGLV3-19	ENSG00000211663	ENSG00000211663	ENSG00000211663	ENSG00000211663
ATP1A4	ENST00000368081	ENST00000368081	ENST00000368081	ENST00000368081
KMT2D	ENST00000301067	ENST00000301067	ENST00000301067	ENST00000301067
MRX65				
TTC36	ENST00000595779	ENST00000595779	ENST00000302783	ENST00000302783
MRLN			ENST00000414264	ENST00000414264
BEND3P3	ENSG00000224886	ENSG00000224886	ENSG00000224886	ENSG00000224886
ZFYVE20	ENST00000253699	ENST00000253699	ENST00000253699	ENST00000253699
PKD2L2	ENST00000290431	ENST00000290431	ENST00000508883	ENST00000508883
DOCK8	ENST00000453981	ENST00000453981	ENST00000432829	ENST00000432829
MIR514A3	ENST00000601294	ENST00000601294	ENST00000601294	ENST00000601294
PPIAP79				
UNC5B	ENST00000335350	ENST00000335350	ENST00000335350	ENST00000335350
TOMM22P5	ENST00000416399	ENST00000416399	ENST00000416399	ENST00000416399
SNORD115-38	ENSG00000201907	ENSG00000201907	ENSG00000201907	ENSG00000201907
SGMS1-AS1				
ANTXR1	ENST00000303714	ENST00000303714	ENST00000303714	ENST00000303714
RN7SL315P	ENSG00000265011	ENSG00000265011	ENSG00000265011	ENSG00000265011
NPM1P22	ENSG00000227969	ENSG00000227969	ENSG00000227969	ENSG00000227969
PRDX2P2	ENSG00000213724	ENSG00000213724	ENSG00000213724	ENSG00000213724
TRA-AGC2-1				
C15orf35				
RNF19B	ENST00000373456	ENST00000373456	ENST00000373456	ENST00000373456
INPPL1	ENST00000298229	ENST00000298229	ENST00000298229	ENST00000298229
GTF2IP8				
ARMCX7P				
LINC01195				
HAGLROS				
RBMX2P3	ENSG00000223575	ENSG00000223575	ENSG00000223575	ENSG00000223575
KIAA2013	ENST00000376572	ENST00000376572	ENST00000376572	ENST00000376572
MTCO2P27				
DHX30	ENST00000445061	ENST00000445061	ENST00000445061	ENST00000445061
LARS2	ENST00000415258	ENST00000415258	ENST00000265537	ENST00000265537
KAAG1	ENSG00000146049	ENSG00000146049	ENST00000274766	ENST00000274766
ALG1L7P	ENST00000502317	ENST00000502317	ENST00000502317	ENST00000502317
MIR4426	ENST00000497083	ENST00000497083	ENST00000497083	ENST00000497083
YWHAQ	ENST00000381844	ENST00000381844	ENST00000238081	ENST00000238081
LINC01971				
EI24P3	ENSG00000214825	ENSG00000214825	ENSG00000214825	ENSG00000214825
ELOCP35				
PRKAA1	ENST00000354209	ENST00000354209	ENST00000397128	ENST00000397128
SIX5	ENST00000317578	ENST00000317578	ENST00000317578	ENST00000317578
RNU3A3				
LRRC23	ENST00000598122	ENST00000598122	ENST00000007969	ENST00000007969
WDR91	ENST00000354475	ENST00000354475	ENST00000354475	ENST00000354475
ADAM11	ENST00000200557	ENST00000200557	ENST00000200557	ENST00000200557
CRX	ENST00000221996	ENST00000221996	ENST00000221996	ENST00000221996
AKR1B1P5				
ERBB4	ENST00000342788	ENST00000342788	ENST00000342788	ENST00000342788
RNU6-1022P	ENSG00000201919	ENSG00000201919	ENSG00000201919	ENSG00000201919
POP4	ENST00000585603	ENST00000585603	ENST00000585603	ENST00000585603
SALRNA2				
LINC00925	ENST00000546186	ENST00000546186	ENST00000546186	ENST00000546186
ARHGAP10	ENST00000336498	ENST00000336498	ENST00000336498	ENST00000336498
RORC	ENST00000318247	ENST00000318247	ENST00000318247	ENST00000318247
TRI-AAT5-5				
ZNF736P9Y	ENSG00000239893	ENSG00000239893	ENSG00000239893	ENSG00000239893
FKBP4P7				
ZFPL1	ENST00000294258	ENST00000294258	ENST00000294258	ENST00000294258
BHLHE41	ENST00000242728	ENST00000242728	ENST00000242728	ENST00000242728
RN7SKP47	ENSG00000202217	ENSG00000202217	ENSG00000202217	ENSG00000202217
HLX	ENST00000366903	ENST00000366903	ENST00000366903	ENST00000366903
RNASEH1P2	ENSG00000231458	ENSG00000231458	ENSG00000231458	ENSG00000231458
GMFBP1	ENSG00000243495	ENSG00000243495	ENSG00000243495	ENSG00000243495
MIR5189	ENSG00000263456	ENSG00000263456	ENSG00000263456	ENSG00000263456
RPL17P40	ENSG00000241067	ENSG00000241067	ENSG00000241067	ENSG00000241067
RPL23AP51	ENSG00000269721	ENSG00000269721	ENSG00000269721	ENSG00000269721
TRP-TGG3-4				
BPGM	ENST00000393132	ENST00000393132	ENST00000344924	ENST00000344924
REXO1L8P	ENSG00000270971	ENSG00000270971	ENSG00000270971	ENSG00000270971
SLC12A4	ENST00000422611	ENST00000422611	ENST00000316341	ENST00000316341
RARG	ENST00000425354	ENST00000425354	ENST00000425354	ENST00000425354
RPL36AP27				
IARS	ENST00000375643	ENST00000375643	ENST00000375643	ENST00000375643
EPRS	ENST00000366923	ENST00000366923	ENST00000366923	ENST00000366923
SDCCAG8	ENST00000366541	ENST00000366541	ENST00000366541	ENST00000366541
PIWIL3	ENST00000332271	ENST00000332271	ENST00000332271	ENST00000332271
MIR6837				
PRDX3P3	ENSG00000234701	ENSG00000234701	ENSG00000234701	ENSG00000234701
IFT88	ENST00000319980	ENST00000319980	ENST00000319980	ENST00000319980
TCEAL8P1				
KIAA0355	ENST00000573787	ENST00000573787	ENST00000299505	ENST00000299505
ITPKB-AS1	ENSG00000228548	ENSG00000228548	ENSG00000228548	ENSG00000228548
RPS15AP39				
HNRNPA1P27	ENSG00000233680	ENSG00000233680	ENSG00000233680	ENSG00000233680
RPL23AP32	ENSG00000237887	ENSG00000237887	ENSG00000237887	ENSG00000237887
ACTBP6	ENSG00000203413	ENSG00000203413	ENSG00000203413	ENSG00000203413
FAM74A3	ENST00000604146	ENST00000604146	ENST00000604146	ENST00000604146
SNORD116-23	ENSG00000207375	ENSG00000207375	ENSG00000207375	ENSG00000207375
PCED1B-AS1	ENST00000500365	ENST00000500365	ENST00000500365	ENST00000500365
LHFP	ENST00000379589	ENST00000379589	ENST00000379589	ENST00000379589
